track_id,D_fit,alpha_fit
4,0.026531340768313,0.5335771806457422
6,0.0745776025671037,0.8695862128313446
7,0.0011814125958626,0.0132972853642519
8,0.0456449141194031,0.8431097735475912
9,0.0502453841016797,0.1658789048815008
10,0.0018321609962755,0.0175333498442165
12,0.0020620941473211,0.1663429450848883
16,0.0050470345653599,0.15722210817223
17,0.0286021865533374,0.737914109923539
18,0.0051582710977911,4.393508492268889e-15
21,0.0323829371474871,0.6973412177310467
24,0.0065178564174911,0.2808206956748251
25,0.0183502623572984,0.764527767658409
26,0.0084143217481949,0.1473447096653137
28,0.0184581118332645,0.2911356702903194
35,0.036759178693954,0.9056148684378268
36,0.0360924060447616,0.7943246354279512
37,0.0043090964320167,0.1473667030477652
38,0.3300988305610042,0.9561672068613882
41,0.0016657624248595,2.598282801299837e-12
42,0.0051395798820867,0.1718135512580388
47,0.030032304641703,0.8175901587831875
52,0.0562011727657174,0.8758471674193881
55,0.0134394917462018,0.2375135254447969
56,0.0223966844783457,0.4091482672360324
58,0.0078558218748169,0.4885843925491291
59,0.0150506243458641,0.3176153753257542
60,0.0043707520806862,0.332489595838527
61,0.0031634214118782,0.1438526681060915
62,0.0120901448470887,0.3582008163224224
63,0.0143516498287667,0.5163622556193612
68,22.729729738818,1.9294662335873904
69,0.0326611581405781,0.723563258692081
73,0.0107033871667819,0.3666303478387973
75,0.0227824481299403,0.6610242698941797
76,0.0546964121283274,0.7642603636628619
78,0.003433297008226,0.0143605061891943
79,0.0363057638253147,0.6641950006654556
83,0.0109959925523313,0.1408866902588088
84,0.1080363039334808,0.9243881855324844
89,0.0326011464202137,0.1874831986831981
91,0.0037203468932863,1.8899800162762205e-12
92,0.0225652982591986,0.4811332662576574
94,0.0760519780512,1.002718412868708
95,0.0198301921197266,0.533350985225509
101,0.0797974700775985,0.9724491614367624
102,0.0582046651934259,0.7996159051522884
103,0.01035682269359,0.5335381228412951
106,0.0040550240833191,0.0312041598273841
107,0.1468874880698163,1.0281988152590058
111,0.034387746115452,0.6922437859020978
117,0.3329639126909965,1.188427003244703
118,0.3871868431837441,1.4431109341446025
119,0.0569475707977263,0.8678790400126722
120,0.0324340620254615,0.7910953701250238
122,0.0201769874618829,0.6293438122834977
125,0.0402756722583626,0.4823347300398843
126,0.285548441967844,1.2133414593542002
128,0.053873387105474,0.6860101409171763
133,0.0050942014003966,8.728236760164166e-12
135,0.0122086237122176,0.4000062244367158
138,0.0384776174996275,0.6322860724559447
139,0.0385756119496044,0.8182960350115485
140,0.0131514514862608,0.6146571105106803
142,0.0421684792365609,0.342559294258747
143,0.2850971208081334,1.1644435087781404
144,0.0282315038526153,0.3167696730687072
145,0.0071999926631306,0.1256939964954375
146,0.0044165340335566,0.2801318648380425
148,0.0099866243017088,0.3513134230618696
149,0.0348808983323316,0.787639169281731
152,0.0231059124634152,0.5910016535183128
154,0.0086129192699433,0.4177067199170757
157,0.0485117451102484,0.7868638161260505
161,0.0835796549859321,0.801266555830261
163,0.1380167886843155,0.9447409316681006
164,0.0292358850556132,0.6025024309102374
168,0.0804371000471061,0.6996656525649387
170,0.0274729201162109,0.7747111263210281
171,0.0857344864056569,0.9962754242724352
176,0.0147842631826349,0.3528918357597518
177,0.0454123295844145,0.3798654532486178
180,0.0548274986272312,0.5293476693919271
182,0.0152723800213352,0.4339789070737121
188,1.3186745498542145,1.429155454207195
190,0.0179364810855,0.550579650366493
192,0.0663331701839993,0.864605653629994
196,0.0575073003006907,0.7128627935791663
197,0.0535523592881004,0.7850350484696085
199,0.1545212671691377,1.1777573743245604
200,0.104510349671349,0.9832952818989406
203,0.0833169130321649,0.6044891760925357
204,0.0220331030961468,0.1730205491678586
205,0.0821845084893905,0.9765137265292964
206,0.0324356655359518,0.6865616013169161
207,0.0098291146632378,0.2870898489789904
210,0.0425212201129689,0.4480370788587043
215,0.0191213410998309,0.1746910127709264
217,0.0732152852712747,0.5564250967419322
218,0.0030000955006462,0.0415849564876802
219,0.0515752361643859,0.8467782321217319
221,0.0961124997616714,0.8627733896009547
222,0.0597636723404487,0.8900283307438965
223,0.0253728122011931,0.6149700508218107
224,0.0135462179433139,0.2806474471756929
225,0.3729456368749505,1.3605437816381394
228,0.0034668310165805,0.1432747933506135
230,0.0651709551136029,0.8507474562955467
231,0.0567871117365814,0.7443715204699579
234,0.0470741231104226,0.842022041312415
236,0.002184812952253,0.3055610645565245
237,0.068219615214176,0.7352479734186461
240,0.0032825594502197,0.0213260781713434
241,0.0819584844657625,1.0140153681960449
244,0.2074892516682584,1.0591914400642142
245,0.0091239634807313,0.5007644323021471
248,0.0312013631380002,0.5199590707560465
257,0.0114611087825774,0.2529015254891025
267,0.0018192787200995,0.0676420512725928
297,0.003143811960153,2.6112678580281353e-13
300,0.0525870588229958,0.3939010714060156
333,0.0346083904074536,0.3546652846623098
347,0.0103042410794422,2.421008815491662e-16
370,0.0067047536757435,0.2219741806515608
377,0.0662437216743571,0.7993163913947442
379,0.0045168089276051,0.1737701145152831
400,0.103498007950716,0.7932790688511583
403,0.023177284968403,0.6229968522473299
407,0.0531657967461508,0.6497578875801042
413,0.3316124454278582,1.2674498287053817
433,0.0094051631058803,0.1067343728899078
442,0.0184151948216744,0.619669491115155
447,0.0086177574829906,0.4062183210128174
450,0.0026263068218823,4.563254422433086e-15
454,0.0188703628828641,0.4506173596327347
466,0.0131768218534265,0.3426299759044066
472,0.5033380850960383,1.1588384807286674
503,218.80144581148383,3.0673315890049797
516,0.0227356998447516,0.2679223613569794
531,0.0012440621698408,2.09090959258011e-14
533,0.0176139806798652,0.3678216687511102
543,0.1964288157511321,1.2856767979533554
548,0.0445170880686813,0.706966314638237
549,0.0031784058276818,4.312172460599597e-16
561,0.0818808249732433,0.8619366514560517
582,0.8987484688365743,1.1558773726829232
594,0.014308582411003,3.3452596972882637e-12
597,0.0377320003843783,0.6512344057878063
611,0.0823718217560883,0.4000368809368183
615,0.0694495442198982,0.8727353933934364
634,0.0267061934606202,0.4627484450758956
638,0.1182177463772769,0.809895926894485
641,0.0229156246817714,0.3459905452534323
659,0.0880804177768642,0.829337168565298
662,0.8883324879617589,1.3064835913402846
669,0.007262620438752,0.1886608351902772
687,0.0878178435441472,0.703827989315637
694,0.0052059180088113,0.1277325983580293
698,0.1430605968615836,0.931310302081206
708,0.8776296222650061,1.4901480830816554
740,0.0157768796973202,0.4193522145717014
765,0.1020163714464038,0.8798596780293583
769,0.0145086366121592,0.2929632709603382
776,0.0055447655034082,1.887107537212032e-15
778,0.01147190387805,0.3284651653874928
780,0.0398894577696785,0.7037790307733168
785,0.0621861364159673,0.8965282315760754
801,0.290519298465202,1.322594547273631
802,0.009004555181411,0.4040493636902083
811,0.0220378856057824,0.652248499239539
815,0.0025988836542359,2.274470601410858e-13
824,0.0189702232153093,0.4614622082193751
830,0.0284952598084499,0.6796915045839107
832,0.1648052771844163,0.9880956970669024
852,0.0092757778510893,0.4131252417943518
855,0.0112797414668904,0.3762796670990603
877,0.0188499481654623,0.4789391232747942
880,0.0098080687271675,0.231730825816687
883,0.0412681724003633,0.7085228039078993
896,0.0293950038847207,0.3090040987358313
904,0.0064945261019973,0.225687384227066
913,0.0172335774881829,0.4460434418055781
926,0.0134547402640961,0.1150218663657979
939,0.006207703331039,0.3687717570946818
940,0.0126592946911566,2.3058313082506585e-13
951,2.762193223507719,1.5569287767677116
962,0.0180624359355384,0.5672940920276495
970,0.017127785208016,0.6124126393989466
975,0.0250153595923573,0.3639924170007088
979,0.0120580761245291,0.2852683642197477
985,0.4407022007942346,1.2286092651973428
988,0.3529315255610452,0.9065946628178316
1001,0.0325083444541609,0.4804058412191745
1006,0.0074027261575405,0.0815503010515586
1017,0.0073783759454823,0.0598415797057286
1078,0.0171278648327927,0.6114966616097116
1082,0.0079709955434728,4.624181953931652e-12
1089,0.0031407560837355,8.22360330003299e-09
1092,0.0246809216616818,0.7531949929006646
1099,0.0065244369566387,0.2266754786955326
1102,0.0249466027212565,0.2950709337910323
1109,0.0097967835360777,0.0489636234377489
1110,0.0137571218122756,9.12178372905897e-14
1112,0.0993374603133862,0.7994632675234121
1137,0.126236509509013,0.4783129507581417
1149,0.0083633092036534,0.3065601538600226
1155,0.0073034017170828,0.3363078347249358
1162,0.0124897393807382,0.0954002656412167
1167,0.1745250918886601,1.042534523454364
1193,0.0090203295444787,0.1288867625401095
1218,0.0017517451250637,0.0511950582364969
1221,0.0729874764761416,0.8811007674661264
1235,0.0043941870593706,0.2603837679658225
1239,0.0353847082301597,0.789999614559401
1244,3.7476872374148167,1.773977934922215
1250,0.1445728502965964,0.9110192735761148
1252,1.698924408148354,1.5477170234414417
1255,0.0028109988172879,2.3109030205232564e-12
1280,0.0032743812755305,0.0653281366263299
1284,0.037993827619959,0.6936219943617857
1289,0.0203941314876623,0.2327547403860517
1290,0.0055627317396719,0.0245607549665831
1292,0.481750114397369,1.1911652735045972
1293,0.0378558164045159,0.5877601829378356
1305,0.072638266930554,0.9271134047683032
1306,0.0031563669473497,0.2625990151627412
1314,0.0143806598415476,0.500146936026847
1315,0.0062100800734399,0.1521608289989729
1318,0.0768061519352951,0.5069573517253795
1341,0.0580619972676024,0.8360116275012511
1356,0.0488129279980803,0.704916324258108
1362,0.2193296638340804,1.1161719474269791
1368,0.0086350613171875,0.1561692973010075
1381,0.0362353664801474,0.4919656337391448
1404,0.0018817881638839,0.0447777955049412
1412,0.008514486150485,0.41564086355564
1427,0.0759870890417274,0.7039917599162164
1437,0.0060511118355231,0.1557191591116606
1438,2.3029402586801258,1.2389288838003951
1464,0.004173156746996,6.50577445942754e-10
1466,0.0050577527838537,2.7918726753325413e-10
1471,0.0027921358573925,7.862881468011102e-12
1502,0.0147488286949756,0.1362797476754491
1505,0.009735034286386,0.0866732577852913
1510,0.1241491278903252,0.881278031120354
1517,0.0315142867552135,0.5344087415055986
1524,2.9851698849095536,2.0597488857150728
1527,0.0063646189797295,0.1108268620469073
1538,0.06647725045482,0.5628174804981896
1549,0.012414808330398,0.418305835814128
1553,0.0314263559931633,0.3914440615073256
1569,0.0324224462093787,0.7336138275808969
1577,0.0121102165079776,0.3965550891818454
1595,0.0018210859988365,2.8274674097532503e-10
1596,0.0341267744253981,0.9445381041912392
1603,0.0045183925971211,0.0578557979224596
1613,0.0127399590210773,0.1195142087082205
1632,0.0365314651026746,0.6452842640721114
1669,0.039076584620065,0.5733412515133931
1671,0.0366876141175158,0.660203807796397
1673,0.009661885260596,0.1731516598940435
1696,0.3719735804415165,1.213909260977147
1705,0.0167474745677019,0.6009635916608288
1708,0.006174138366202,0.1371420559299913
1717,0.7071438858604898,1.7044979742968391
1724,0.0097329038386081,0.4035129265711565
1736,0.0262330993240381,0.5332394600944258
1739,0.378259298151604,1.110511390641428
1740,0.0303235167330203,0.6344815521179468
1745,0.0933963348309614,0.8415141422477088
1751,0.0217563628084434,0.1536668476289194
1760,0.0019000123035313,0.1313161112295319
1771,0.0191359292495077,0.5199212324636439
1782,0.0575878016986302,0.6307267310799037
1783,0.1276652139583542,0.977395358836025
1806,0.0819375052566084,0.513869027857827
1809,0.0151365105499889,0.2941328602165111
1811,0.0064431119811065,0.0288563452349425
1817,0.0193365183356158,0.5481293713779465
1819,0.2680482406127636,0.7566327045406777
1836,0.0139906724620395,0.4481684034675622
1846,0.0106252209126749,0.3114744567359018
1859,0.0911183035764793,0.7170441796409733
1877,0.0079794734834667,0.2339443291125481
1889,0.0031270782727752,1.1725668132171625e-07
1890,0.0345195903989023,0.4919615826901503
1894,0.0453469974227765,0.6541146375704427
1895,0.1139212614088092,0.8135063899859328
1896,0.1440350605233918,0.8913657602177426
1903,0.0460421484339652,0.7063706997275401
